book,chapter,summary
29,2,"He shews unto Zion the terribleness of God�s judgment; He exhorts to repentance; prescribes a fast; promises a blessing thereon; He comforts Zion with present, and future blessings."
29,3,"God�s judgments against the enemies of his people; God will be known in his judgment; His blessing upon the church."
30,1,"The time when Amos prophesied; He shews God�s judgment upon Syria, upon the Philistines, upon Tyrus, upon Edom, upon Ammon."
30,2,"God�s judgments upon Moab, upon Judah, and upon Israel; God complains of their ingratitude."
30,3,"The necessity of God�s judgment against Israel; The publication of it, with the causes thereof."
30,4,"He reproves Israel for oppression, for idolatry, and for their incorrigibleness."
30,5,"A lamentation for Israel; An exhortation to repentance; God rejects their hypocritical service."
30,6,"The wantonness of Israel, shall be plagued with desolation; and their incorrigibleness shall end in affliction."
30,7,"The judgments of the grasshoppers, and of the fire are diverted by the prayer of Amos; By the wall of a plumbline is signified the rejection of Israel; Amaziah complains of Amos; Amos shews his calling; and Amaziah�s judgment."
30,8,"By a basket of summer fruit is shown the approach of Israel�s end; Oppression is reproved; A famine of the word of God threatened."
30,9,"The certainty of the desolation; The restoring of the tabernacle of David."
31,1,"The destruction of Edom, for their pride, and for their wrong unto Jacob; The salvation and victory of Jacob."
32,1,"Jonah, sent to Nineveh, flees to Tarshish; He is bewrayed by a tempest; thrown into the sea; and swallowed by a fish."
32,2,"The prayer of Jonah; He is delivered out of the belly of the fish."
32,3,"Jonah, sent again, preaches to the Ninevites; Upon their repentance, God repents."
32,4,"Jonah repining at God�s mercy, is reproved by the type of a gourd."
33,1,"The time when Micah prophesied; He shews the wrath of God against Jacob for idolatry; He exhorts to mourning."
33,2,"Against oppression; A lamentation; A reproof of injustice and idolatry; A promise of restoring Jacob."
33,3,"The cruelty of the princes; The falsehood of the prophets; The ill-grounded security of them both."
33,4,"The glory, and the peace of Christ�s kingdom; The restoration, and victory of the church."
33,5,"The birth of Christ; His kingdom; His conquest."
33,6,"God�s controversy for ingratitude; for ignorance, for injustice; and for idolatry."
33,7,"The church, complaining of her small number, and the general corruption, puts her confidence not in man, but in God; She triumphs over her enemies; She prays to God; God comforts her by promises of confusion to her enemies; and by his mercies."
34,1,"The majesty of God in goodness to his people, and severity against his enemies."
34,2,"The fearful and victorious armies of God against Nineveh."
34,3,"The miserable ruin of Nineveh."
35,1,"Unto Habakkuk, complaining of the iniquity of the land, is shewn the fearful vengeance by the Chaldeans; He complains that vengeance should be executed by them who are far worse."
35,2,"Unto Habakkuk, waiting for an answer, is shewn that he must wait by faith; The judgment upon the Chaldean for insatiableness, for covetousness, for cruelty, for drunkenness, and for idolatry."
35,3,"Habakkuk, in his prayer, trembles at God�s majesty; The confidence of his faith."
36,1,"The time when Zephaniah prophesied; God�s severe judgments against Judah."
36,2,"An exhortation to repentance; The judgment of the Philistines, of Moab and Ammon, of Ethiopia, and of Assyria."
36,3,"A sharp reproof of Jerusalem for divers sins; An exhortation to wait for the restoration of Israel, and to rejoice for their salvation by God."
37,1,"The time when Haggai prophesied; He reproves the people for neglecting the building of the house; He incites them to the building; He promises them, being forward, God�s assistance."
37,2,"He encourages the people to the work, by promise of greater glory to the second temple than was in the first; In the type of holy things and unclean he shews their sins hindered the work; God�s promise to Zerubbabel."
38,1,"Zechariah exhorts to repentance; The vision of the horses; At the prayer of the angel comfortable promises are made to Jerusalem; The vision of the four horns and the four carpenters."
38,2,"God, in the care of Jerusalem, sends to measure it; The redemption of Zion; The promise of God�s presence."
38,3,"Under the type of Joshua, the high priest, receiving clean garments, v."
38,4,"By the golden candlestick is foreshewn the good success of Zerubbabel�s foundation; by the two olive trees the two anointed ones."
38,5,"By the flying roll is shewn the curse of thieves and swearers; and by a woman pressed in an ephah the final judgment of wickedness."
38,6,"The vision of the four chariots; By the crowns of Joshua are shewn the temple and kingdom of Christ the Branch."
38,7,"The captives enquire concerning the set fasts; Zechariah reproves the hypocrisy of their fasting; Sin the cause of their captivity."
38,8,"The restoration of Jerusalem; They are encouraged to build the temple by God�s favour to them; Good works are required of them; Joy and enlargement are promised."
38,9,"God defends his church; Zion is exhorted to rejoice for the coming of Christ, and his peaceable kingdom; God�s promises of victory and defence."
38,10,"God is to be sought unto, and not idols; As he visited his flock for sin, so he will save and restore them."
38,11,"The destruction of Jerusalem; The elect being cared for, the rest are rejected; The staves of Beauty and Bands broken by the rejection of Christ; The type and curse of a foolish shepherd."
38,12,"Jerusalem a cup of trembling to herself, and a burdensome stone to her adversaries; The victorious restoring of Judah; The repentance of Jerusalem."
38,13,"The fountain of purgation for Jerusalem, from idolatry, and false prophecy; The death of Christ, and the trial of a third part."
38,14,"The destroyers of Jerusalem destroyed; The coming of Christ, and the graces of his kingdom; The plague of Jerusalem�s enemies; The remnant shall turn to the Lord; and their spoils shall be holy."
39,1,"Malachi complains of Israel�s unkindness; of their irreligiousness and profaneness."
39,2,"He sharply reproves the priests for neglecting their covenant; and the people for marrying strange wives; and for putting away their former ones, and for infidelity."
39,3,"Of the messenger, majesty, and grace of Christ; Of the rebellion, sacrilege, and infidelity of the people; The promise of blessing to them that fear God."
39,4,"God�s judgment on the wicked; and his blessing on the good; He exhorts to the study of the law; and tells of Elijah�s coming and office."
40,1,"The genealogy of Christ from Abraham to Joseph; He is miraculously conceived of the Holy Ghost by the Virgin Mary, when she was espoused to Joseph; The angel satisfies the doubts of Joseph, and declares the names and office of Christ: Jesus is born."
40,2,"The wise men from the east enquire after Christ; at which Herod is alarmed; They are directed by a star to Bethlehem, worship him, and offer their presents; Joseph flees into Egypt with Jesus and his mother; Herod slays the children; himself dies; Christ is brought back again into Galilee to Nazareth."
